scenario,AuctionID,BidderID,Quality,Valuation,Bid,Price,Win,Overbid
2,25,2,25.14,38.63,38.63,0.0,0,0.0
2,25,3,25.14,52.31,52.31,50.51,1,27.17
2,25,4,25.14,50.51,50.51,0.0,0,0.0
2,26,1,76.22,84.52,84.52,0.0,0,0.0
2,26,2,76.22,95.45,95.45,84.52,1,19.23
2,26,3,76.22,28.28,28.28,0.0,0,0.0
2,26,4,76.22,80.99,80.99,0.0,0,0.0
2,27,1,97.66,73.48,73.48,0.0,0,0.0
2,27,2,97.66,93.89,93.89,0.0,0,0.0
2,27,3,97.66,113.57,113.57,109.3,1,15.91
2,27,4,97.66,109.3,109.3,0.0,0,0.0
2,28,1,22.75,24.92,24.92,0.0,0,0.0
2,28,2,22.75,27.32,27.32,24.92,1,4.57
2,28,3,22.75,0.0,0.0,0.0,0,0.0
2,28,4,22.75,17.64,17.64,0.0,0,0.0
2,29,1,97.43,53.63,53.63,0.0,0,0.0
2,29,2,97.43,82.17,82.17,0.0,0,0.0
2,29,3,97.43,139.81,139.81,0.0,0,0.0
2,29,4,97.43,140.5,140.5,139.81,1,43.07
2,30,1,49.09,76.4,76.4,55.27,1,27.31
2,30,2,49.09,20.98,20.98,0.0,0,0.0
2,30,3,49.09,17.35,17.35,0.0,0,0.0
2,30,4,49.09,55.27,55.27,0.0,0,0.0
2,31,1,18.44,86.14,86.14,41.08,1,67.7
2,31,2,18.44,41.08,41.08,0.0,0,0.0
2,31,3,18.44,0.0,0.0,0.0,0,0.0
2,31,4,18.44,26.21,26.21,0.0,0,0.0
2,32,1,40.07,77.85,77.85,59.04,1,37.78
2,32,2,40.07,59.04,59.04,0.0,0,0.0
2,32,3,40.07,56.17,56.17,0.0,0,0.0
2,32,4,40.07,45.71,45.71,0.0,0,0.0
2,33,1,56.28,24.48,24.48,0.0,0,0.0
2,33,2,56.28,146.69,146.69,93.81,1,90.41
2,33,3,56.28,93.81,93.81,0.0,0,0.0
2,33,4,56.28,90.84,90.84,0.0,0,0.0
2,34,1,60.63,66.06,66.06,55.99,1,5.43
2,34,2,60.63,39.87,39.87,0.0,0,0.0
2,34,3,60.63,28.13,28.13,0.0,0,0.0
2,34,4,60.63,55.99,55.99,0.0,0,0.0
2,35,1,44.27,102.4,102.4,83.56,1,58.13
2,35,2,44.27,0.0,0.0,0.0,0,0.0
2,35,3,44.27,30.02,30.02,0.0,0,0.0
2,35,4,44.27,83.56,83.56,0.0,0,0.0
2,36,1,60.96,56.43,56.43,0.0,0,0.0
2,36,2,60.96,0.0,0.0,0.0,0,0.0
2,36,3,60.96,66.38,66.38,0.0,0,0.0
2,36,4,60.96,80.9,80.9,66.38,1,19.94
2,37,1,66.04,76.26,76.26,0.0,0,0.0
2,37,2,66.04,81.51,81.51,76.26,1,15.47
2,37,3,66.04,68.0,68.0,0.0,0,0.0
2,37,4,66.04,67.04,67.04,0.0,0,0.0
2,38,1,45.05,24.36,24.36,0.0,0,0.0
2,38,2,45.05,31.21,31.21,0.0,0,0.0
2,38,3,45.05,50.51,50.51,0.0,0,0.0
2,38,4,45.05,91.74,91.74,50.51,1,46.69
2,39,1,70.3,26.44,26.44,0.0,0,0.0
2,39,2,70.3,83.33,83.33,0.0,0,0.0
2,39,3,70.3,117.2,117.2,83.33,1,46.9
2,39,4,70.3,45.99,45.99,0.0,0,0.0
2,40,1,62.51,25.5,25.5,0.0,0,0.0
2,40,2,62.51,3.23,3.23,0.0,0,0.0
2,40,3,62.51,28.97,28.97,0.0,0,0.0
2,40,4,62.51,79.56,79.56,28.97,1,17.05
2,41,1,64.76,111.88,111.88,81.05,1,47.12
2,41,2,64.76,34.2,34.2,0.0,0,0.0
2,41,3,64.76,81.05,81.05,0.0,0,0.0
2,41,4,64.76,72.6,72.6,0.0,0,0.0
2,42,1,30.76,30.51,30.51,0.0,0,0.0
2,42,2,30.76,0.0,0.0,0.0,0,0.0
2,42,3,30.76,27.05,27.05,0.0,0,0.0
2,42,4,30.76,45.77,45.77,30.51,1,15.01
2,43,1,68.87,46.59,46.59,0.0,0,0.0
2,43,2,68.87,0.68,0.68,0.0,0,0.0
2,43,3,68.87,33.86,33.86,0.0,0,0.0
2,43,4,68.87,68.76,68.76,46.59,1,0.0
2,44,1,8.04,38.96,38.96,28.51,1,30.92
2,44,2,8.04,15.95,15.95,0.0,0,0.0
2,44,3,8.04,0.0,0.0,0.0,0,0.0
2,44,4,8.04,28.51,28.51,0.0,0,0.0
2,45,1,9.13,64.55,64.55,0.0,1,55.42
2,45,2,9.13,0.0,0.0,0.0,0,0.0
2,45,3,9.13,0.0,0.0,0.0,0,0.0
2,45,4,9.13,0.0,0.0,0.0,0,0.0
2,46,1,99.96,88.8,88.8,0.0,0,0.0
2,46,2,99.96,78.96,78.96,0.0,0,0.0
2,46,3,99.96,148.76,148.76,112.56,1,48.8
2,46,4,99.96,112.56,112.56,0.0,0,0.0
2,47,1,47.05,8.31,8.31,0.0,0,0.0
2,47,2,47.05,0.0,0.0,0.0,0,0.0
2,47,3,47.05,63.66,63.66,0.0,0,0.0
2,47,4,47.05,83.22,83.22,63.66,1,36.17
2,48,1,63.48,50.37,50.37,0.0,0,0.0
2,48,2,63.48,64.16,64.16,0.0,0,0.0
2,48,3,63.48,47.88,47.88,0.0,0,0.0
2,48,4,63.48,85.54,85.54,64.16,1,22.06
2,49,1,67.01,83.82,83.82,58.44,1,16.81
2,49,2,67.01,46.09,46.09,0.0,0,0.0
2,49,3,67.01,58.44,58.44,0.0,0,0.0
2,49,4,67.01,43.81,43.81,0.0,0,0.0
2,50,1,94.52,109.26,109.26,101.82,1,14.74
2,50,2,94.52,59.59,59.59,0.0,0,0.0
2,50,3,94.52,69.49,69.49,0.0,0,0.0
2,50,4,94.52,101.82,101.82,0.0,0,0.0
2,51,1,32.33,62.32,62.32,26.64,1,29.99
2,51,2,32.33,26.64,26.64,0.0,0,0.0
2,51,3,32.33,0.0,0.0,0.0,0,0.0
2,51,4,32.33,24.15,24.15,0.0,0,0.0
2,52,1,65.77,35.89,35.89,0.0,0,0.0
2,52,2,65.77,57.57,57.57,0.0,0,0.0
2,52,3,65.77,76.63,76.63,0.0,0,0.0
2,52,4,65.77,92.04,92.04,76.63,1,26.27
2,53,1,75.64,39.9,39.9,0.0,0,0.0
2,53,2,75.64,39.71,39.71,0.0,0,0.0
2,53,3,75.64,86.54,86.54,0.0,0,0.0
2,53,4,75.64,111.91,111.91,86.54,1,36.27
2,54,1,92.77,49.79,49.79,0.0,0,0.0
2,54,2,92.77,110.37,110.37,0.0,0,0.0
2,54,3,92.77,151.09,151.09,148.53,1,58.32
2,54,4,92.77,148.53,148.53,0.0,0,0.0
2,55,1,60.89,62.07,62.07,0.0,0,0.0
2,55,2,60.89,78.46,78.46,62.07,1,17.57
2,55,3,60.89,24.78,24.78,0.0,0,0.0
2,55,4,60.89,48.94,48.94,0.0,0,0.0
2,56,1,9.32,75.53,75.53,12.92,1,66.21
2,56,2,9.32,6.1,6.1,0.0,0,0.0
2,56,3,9.32,0.0,0.0,0.0,0,0.0
2,56,4,9.32,12.92,12.92,0.0,0,0.0
2,57,1,83.21,35.58,35.58,0.0,0,0.0
2,57,2,83.21,83.7,83.7,81.88,1,0.49
2,57,3,83.21,59.27,59.27,0.0,0,0.0
2,57,4,83.21,81.88,81.88,0.0,0,0.0
2,58,1,83.47,105.72,105.72,80.7,1,22.25
2,58,2,83.47,80.7,80.7,0.0,0,0.0
2,58,3,83.47,55.48,55.48,0.0,0,0.0
2,58,4,83.47,74.13,74.13,0.0,0,0.0
2,59,1,92.19,30.57,30.57,0.0,0,0.0
2,59,2,92.19,88.99,88.99,0.0,0,0.0
2,59,3,92.19,108.03,108.03,88.99,1,15.84
2,59,4,92.19,73.99,73.99,0.0,0,0.0
2,60,1,79.0,18.77,18.77,0.0,0,0.0
2,60,2,79.0,114.65,114.65,76.3,1,35.65
2,60,3,79.0,23.46,23.46,0.0,0,0.0
2,60,4,79.0,76.3,76.3,0.0,0,0.0
2,61,1,28.28,16.3,16.3,0.0,0,0.0
2,61,2,28.28,66.34,66.34,63.08,1,38.06
2,61,3,28.28,63.08,63.08,0.0,0,0.0
2,61,4,28.28,28.04,28.04,0.0,0,0.0
2,62,1,14.86,0.0,0.0,0.0,0,0.0
2,62,2,14.86,8.23,8.23,2.82,1,0.0
2,62,3,14.86,0.0,0.0,0.0,0,0.0
2,62,4,14.86,2.82,2.82,0.0,0,0.0
2,63,1,45.53,37.08,37.08,0.0,0,0.0
2,63,2,45.53,62.99,62.99,37.08,1,17.46
2,63,3,45.53,32.88,32.88,0.0,0,0.0
2,63,4,45.53,8.57,8.57,0.0,0,0.0
2,64,1,23.36,24.79,24.79,21.8,1,1.43
2,64,2,23.36,14.51,14.51,0.0,0,0.0
2,64,3,23.36,21.8,21.8,0.0,0,0.0
2,64,4,23.36,0.0,0.0,0.0,0,0.0
2,65,1,81.14,47.72,47.72,0.0,0,0.0
2,65,2,81.14,110.2,110.2,0.0,0,0.0
2,65,3,81.14,117.42,117.42,110.2,1,36.28
2,65,4,81.14,4.98,4.98,0.0,0,0.0
2,66,1,49.53,84.02,84.02,57.7,1,34.49
2,66,2,49.53,57.7,57.7,0.0,0,0.0
2,66,3,49.53,0.0,0.0,0.0,0,0.0
2,66,4,49.53,17.02,17.02,0.0,0,0.0
2,67,1,87.42,53.31,53.31,0.0,0,0.0
2,67,2,87.42,100.85,100.85,100.26,1,13.43
2,67,3,87.42,41.13,41.13,0.0,0,0.0
2,67,4,87.42,100.26,100.26,0.0,0,0.0
2,68,1,41.0,31.21,31.21,0.0,0,0.0
2,68,2,41.0,26.64,26.64,0.0,0,0.0
2,68,3,41.0,0.0,0.0,0.0,0,0.0
2,68,4,41.0,56.08,56.08,31.21,1,15.08
2,69,1,33.86,18.55,18.55,0.0,0,0.0
2,69,2,33.86,0.0,0.0,0.0,0,0.0
2,69,3,33.86,68.87,68.87,18.55,1,35.01
2,69,4,33.86,0.0,0.0,0.0,0,0.0
2,70,1,85.93,66.85,66.85,0.0,0,0.0
2,70,2,85.93,103.85,103.85,76.04,1,17.92
2,70,3,85.93,76.04,76.04,0.0,0,0.0
2,70,4,85.93,36.27,36.27,0.0,0,0.0
2,71,1,87.24,98.25,98.25,89.76,1,11.01
2,71,2,87.24,89.76,89.76,0.0,0,0.0
2,71,3,87.24,41.34,41.34,0.0,0,0.0
2,71,4,87.24,37.64,37.64,0.0,0,0.0
2,72,1,99.74,99.09,99.09,0.0,0,0.0
2,72,2,99.74,67.74,67.74,0.0,0,0.0
2,72,3,99.74,134.39,134.39,124.4,1,34.65
2,72,4,99.74,124.4,124.4,0.0,0,0.0
2,73,1,87.26,43.95,43.95,0.0,0,0.0
2,73,2,87.26,103.26,103.26,94.82,1,16.0
2,73,3,87.26,94.82,94.82,0.0,0,0.0
2,73,4,87.26,82.01,82.01,0.0,0,0.0
2,74,1,79.61,71.79,71.79,0.0,0,0.0
2,74,2,79.61,107.62,107.62,0.0,0,0.0
2,74,3,79.61,102.14,102.14,0.0,0,0.0
2,74,4,79.61,108.87,108.87,107.62,1,29.26
2,75,1,56.59,61.43,61.43,0.0,0,0.0
2,75,2,56.59,38.93,38.93,0.0,0,0.0
2,75,3,56.59,109.97,109.97,85.49,1,53.38
2,75,4,56.59,85.49,85.49,0.0,0,0.0
2,76,1,61.97,65.79,65.79,0.0,0,0.0
2,76,2,61.97,128.13,128.13,88.09,1,66.16
2,76,3,61.97,82.73,82.73,0.0,0,0.0
2,76,4,61.97,88.09,88.09,0.0,0,0.0
2,77,1,25.4,25.26,25.26,0.0,0,0.0
2,77,2,25.4,29.52,29.52,0.0,0,0.0
2,77,3,25.4,47.12,47.12,29.52,1,21.72
2,77,4,25.4,0.0,0.0,0.0,0,0.0
2,78,1,67.76,85.46,85.46,0.0,0,0.0
2,78,2,67.76,94.89,94.89,0.0,0,0.0
2,78,3,67.76,45.2,45.2,0.0,0,0.0
2,78,4,67.76,100.7,100.7,94.89,1,32.94
2,79,1,63.89,43.66,43.66,0.0,0,0.0
2,79,2,63.89,74.32,74.32,0.0,0,0.0
2,79,3,63.89,75.17,75.17,74.32,1,11.28
2,79,4,63.89,47.38,47.38,0.0,0,0.0
2,80,1,38.47,16.52,16.52,0.0,0,0.0
2,80,2,38.47,40.79,40.79,21.34,1,2.32
2,80,3,38.47,3.17,3.17,0.0,0,0.0
2,80,4,38.47,21.34,21.34,0.0,0,0.0
2,81,1,99.27,76.04,76.04,0.0,0,0.0
2,81,2,99.27,178.8,178.8,86.17,1,79.53
2,81,3,99.27,86.17,86.17,0.0,0,0.0
2,81,4,99.27,79.12,79.12,0.0,0,0.0
2,82,1,56.59,37.13,37.13,0.0,0,0.0
2,82,2,56.59,11.0,11.0,0.0,0,0.0
2,82,3,56.59,95.63,95.63,69.02,1,39.04
2,82,4,56.59,69.02,69.02,0.0,0,0.0
2,83,1,49.67,69.97,69.97,62.06,1,20.3
2,83,2,49.67,35.72,35.72,0.0,0,0.0
2,83,3,49.67,62.06,62.06,0.0,0,0.0
2,83,4,49.67,10.59,10.59,0.0,0,0.0
2,84,1,35.23,7.92,7.92,0.0,0,0.0
2,84,2,35.23,3.61,3.61,0.0,0,0.0
2,84,3,35.23,14.22,14.22,7.92,1,0.0
2,84,4,35.23,0.0,0.0,0.0,0,0.0
2,85,1,65.92,88.16,88.16,0.0,0,0.0
2,85,2,65.92,30.05,30.05,0.0,0,0.0
2,85,3,65.92,101.45,101.45,88.16,1,35.53
2,85,4,65.92,41.25,41.25,0.0,0,0.0
2,86,1,30.89,0.0,0.0,0.0,0,0.0
2,86,2,30.89,45.24,45.24,29.45,1,14.35
2,86,3,30.89,29.45,29.45,0.0,0,0.0
2,86,4,30.89,17.93,17.93,0.0,0,0.0
2,87,1,29.51,29.22,29.22,0.0,0,0.0
2,87,2,29.51,10.87,10.87,0.0,0,0.0
2,87,3,29.51,54.71,54.71,0.0,0,0.0
2,87,4,29.51,57.09,57.09,54.71,1,27.58
2,88,1,97.15,32.02,32.02,0.0,0,0.0
2,88,2,97.15,84.36,84.36,0.0,0,0.0
2,88,3,97.15,108.35,108.35,84.36,1,11.2
2,88,4,97.15,76.92,76.92,0.0,0,0.0
2,89,1,82.47,28.45,28.45,0.0,0,0.0
2,89,2,82.47,88.66,88.66,81.88,1,6.19
2,89,3,82.47,81.88,81.88,0.0,0,0.0
2,89,4,82.47,55.19,55.19,0.0,0,0.0
2,90,1,11.52,27.59,27.59,0.0,0,0.0
2,90,2,11.52,7.7,7.7,0.0,0,0.0
2,90,3,11.52,69.71,69.71,27.59,1,58.19
2,90,4,11.52,0.0,0.0,0.0,0,0.0
2,91,1,72.42,150.25,150.25,82.05,1,77.83
2,91,2,72.42,62.56,62.56,0.0,0,0.0
2,91,3,72.42,82.05,82.05,0.0,0,0.0
2,91,4,72.42,45.46,45.46,0.0,0,0.0
2,92,1,79.07,116.13,116.13,91.64,1,37.06
2,92,2,79.07,82.32,82.32,0.0,0,0.0
2,92,3,79.07,36.02,36.02,0.0,0,0.0
2,92,4,79.07,91.64,91.64,0.0,0,0.0
2,93,1,67.23,19.15,19.15,0.0,0,0.0
2,93,2,67.23,38.97,38.97,0.0,0,0.0
2,93,3,67.23,80.6,80.6,61.97,1,13.37
2,93,4,67.23,61.97,61.97,0.0,0,0.0
2,94,1,23.38,84.91,84.91,33.14,1,61.53
2,94,2,23.38,33.14,33.14,0.0,0,0.0
2,94,3,23.38,0.0,0.0,0.0,0,0.0
2,94,4,23.38,0.0,0.0,0.0,0,0.0
2,95,1,22.14,73.69,73.69,43.76,1,51.55
2,95,2,22.14,43.76,43.76,0.0,0,0.0
2,95,3,22.14,43.57,43.57,0.0,0,0.0
2,95,4,22.14,8.42,8.42,0.0,0,0.0
2,96,1,40.83,87.15,87.15,0.0,0,0.0
2,96,2,40.83,96.66,96.66,87.15,1,55.83
2,96,3,40.83,29.12,29.12,0.0,0,0.0
2,96,4,40.83,73.76,73.76,0.0,0,0.0
2,97,1,9.72,22.02,22.02,0.0,0,0.0
2,97,2,9.72,0.0,0.0,0.0,0,0.0
2,97,3,9.72,0.0,0.0,0.0,0,0.0
2,97,4,9.72,22.56,22.56,22.02,1,12.84
2,98,1,74.31,103.8,103.8,73.47,1,29.49
2,98,2,74.31,63.9,63.9,0.0,0,0.0
2,98,3,74.31,73.47,73.47,0.0,0,0.0
2,98,4,74.31,56.95,56.95,0.0,0,0.0
2,99,1,41.49,69.75,69.75,0.0,0,0.0
2,99,2,41.49,61.76,61.76,0.0,0,0.0
2,99,3,41.49,0.0,0.0,0.0,0,0.0
2,99,4,41.49,81.77,81.77,69.75,1,40.28
2,100,1,3.27,0.0,0.0,0.0,0,0.0
2,100,2,3.27,26.87,26.87,0.0,0,0.0
2,100,3,3.27,59.45,59.45,26.87,1,56.18
2,100,4,3.27,0.0,0.0,0.0,0,0.0
